query,title,source,published,link
"""Reallabor"" Dresden",Schwarze Pumpe wird Wasserstoff-Reallabor - Nachrichten aus Südbrandenburg - Märkischer Bote,Märkischer Bote,"Fri, 24 Feb 2023 08:00:00 GMT",https://news.google.com/rss/articles/CBMivAFBVV95cUxQRlJlcGs5bGRRR3JDOXh6ZGZaTXVTeWRVUUY4ZE9zWEJvTFpqV3haODRJRlB5eDByakZOcko0MklFUkh4UDY4N0hGUFpETHN1cS1ZUUF0Qm9oVjJpRFZ4WmVtUlNmeDNQWDVpZFFTRTRFR1AxUDlVVG9EYjNnQmU0RGxEZktFMW51eDF3ZzdLdHc4ajJrd3oxeWs5ZmlWcUpvaW5DbjAyME1yTHdIdE05OEMwVm9ZNXZZUXpMTtIBwgFBVV95cUxPQTZqdUJKUEJlRHNjSUZnUnNGZEo5UkhyOVR0enI1QTFTbzNoSG9mOEpkak5Cc0pRT090YUNROW1CeEVnZDJOOVNJTENtdE1kMzBwamVnYWI2bkMxc001eUN5Z3hueDJlZnVMd2I1VGFNNlJUZmJlWURxMmYwanBoX18xc3JqQXJzemFsWU15a2t4aVBQZUZjanphQncwV0NYanpXR2tjMVpJbGJINmQwR1hhTDVSMTNSMmViZVV5azVuUQ?oc=5
"""Reallabor"" Dresden","SAMSax auf Freiberger Christmarkt: wie aus ""Abfall"" etwas Neues wird - Freie Presse",Freie Presse,"Tue, 20 Dec 2022 08:00:00 GMT",https://news.google.com/rss/articles/CBMiywFBVV95cUxNNWd3bzg4LXlqR3QzSW5Vd3VPTktVWjE2LW1MdTZrclU2NENqSWJyakNaUnIybkcyU1JUeXFFcDBKSmpETVJmVmhOZFplOERZOUxpd1VPQklmNmdyejdGSVh4U1Z5SDd6YWEtVkRLbXZTWUNDd29XSmMtTXBkMFNvT2R3OERJUFYxZkhHRWZDNGFHQjJYanU4S0kydWFDV3JUa1lXZGJidVp0NG40Nlh0YnE1SnVNM0dacnR2MGlIRnpnTGNMTERJejJvQQ?oc=5
"""Reallabor"" Dresden",Forschung in Bayreuth: Ein mobiles Tiny House voller Elektronik entsteht - Nordbayerischer Kurier,Nordbayerischer Kurier,"Wed, 20 Nov 2024 08:00:00 GMT",https://news.google.com/rss/articles/CBMi2gFBVV95cUxONmNIdkVnckg0ZmtxNm5QQ0ZLQzIyRE1MOV8za3duSjdCTi10cHZveWhaMDJMT0JMWjdhd2VKYWplYlRhRHItM1FjSGdfYjJXXzJ1UWJ2RDZSaUNac0RRdVVyQktZOVZIckV4bWFUaElvVk9wT2xTSDdNVi03Z0MxZUNpZmNhREZ0bWR0cnRvNjFESGYweWpaeVFpNG1ueFNkTWd0R2NjdEdMenNPcFhLZkY4alpLX2V3bjV0UzV4OE1tZnlXd05KS0pMcmZ3LWhGd0tYTWZJTXVoUQ?oc=5
"""Reallabor"" Dresden",Update: Sichtbar anders – Richtfest am Reallabor Telewerk in Mittweida - Hochschule Mittweida,Hochschule Mittweida,"Wed, 18 Oct 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9NeUs5OUNTdDhuSEZHejZ3a0h1bnltZUQwWTdwLUpOVERmQ0xRel9DbG13OGlURGtwZ201Mlk2X3Q5alQwOTdVcTRZcFNSMnBiTFpmaW9feG9Ydw?oc=5
"""Reallabor"" Dresden",PCK Schwedt: Raffinerie als Magnet für junge Firmengründer aus ganz Deutschland - MOZ.de,MOZ.de,"Wed, 18 Oct 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMixwFBVV95cUxQVEpFRjJXVjlWZmc4YmYxN2dnenlRVG9kd2hQUkd1d0JESHp1Vy0xM21qa1ZfTkVCS2xhaFIwa1ZST183N0pYUXNMVjgtUVhQbkZnczF0Q2s0TUVnRW9LOE1IYXJMWFVXY2VJZ090czROcm1iREJlVjI5dDVQRXV0UlhWb3JVRnU3T3BsZXJLaFd4LXdnb0JubUdhMVBTek9SSENKVHlxTUdGaWJDc0hZb0lSY2NvRjNYTGplbWNsU190TEg1U2xB?oc=5
"""Reallabor"" Dresden",Heizenergie und Kühlung aus dem Ackerboden - Oiger,Oiger,"Mon, 30 Sep 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMihAFBVV95cUxPdUN5MldNMWxFQVNQeGhMU0RlTEhrRzBFaTJPNFJGTGJtdXdkTmltcDVzSkNLX09EU2g0a2lIWjFEUWpDRFEtckkyMDliOWtZQjFfNExLRlotekNVb3l0b0FKQW55VHhHX0U3QUxVTkxwcTh0NV9wZ1FjQWJURjdWTkFvblM?oc=5
"""Reallabor"" Dresden",Leichtbau-Schub in Sachsen - Oiger,Oiger,"Tue, 14 Jun 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMibkFVX3lxTFBrZ3d4YThJbXpQVGpmbzNTUzcyUzNsUEZQSlFiTVliYlpMNzZOaG04WkVfT1BqMTdzX3ZuUF83V0F5V3NjY1c2ZkdRN1FaZWlUWUNSTHgxZDdyeHRSNEw1eEFkTzFIZUdVUWdHWGR3?oc=5
"""Reallabor"" Dresden",Sachsen wollen 3D-Drucker mit Abfall füttern - Oiger,Oiger,"Sat, 30 Apr 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMihwFBVV95cUxNX3JLVDlXTWEzU3d2U1lLUzhySU5IYnhFaGRFNXl4N09zR1pnMUtrbExWMlhWM05SUld5dGFzQkhXamZGeTFRQ1N4WUQxVWY4dG1TZ3g5NU50cWFOTEkyQ2s0WHFYZVNPVzNvQVZ4NEFLNFNzcWdHcVREQ3l4LWtnalo1YVBsTFk?oc=5
"""Reallabor"" Dresden",Forschungscampus Hoyerswerda: Fahren und Fliegen der Zukunft – was in Schwarzkollm geplant ist - Lausitzer Rundschau,Lausitzer Rundschau,"Tue, 05 Mar 2024 08:00:00 GMT",https://news.google.com/rss/articles/CBMi5wFBVV95cUxNY18zM0g0ZFR5RlEyUGswSHh4NDJNVkoybXZvOVVvUk1Nem5kVFo4cWxLVE9DQ1JjX2Y1enpkTkFVX2RCUFo1VlprTTRndTB6bHVFN09WU09wVWZjZXRwNmUtLUxyZXNFSWh1WDlYRUZ6VVByeGIxWlRqbks4LTgyVDdhSEdUTGxrRHM1UjdtdVJreXN6X1pwdWloMmJxTkc0RTNJNzlBZmRrbWpFeG1XdzVhSFl4OGprMWd5c2ZyY0JVeEFNaE1reUktRnFNR3BrT25ULXB0QjIyVmxoX0lpbFRJQjRqZTg?oc=5
"""Reallabor"" Dresden",Bei Studien-Teilnahme: Rathaus will Autofahrern Geld schenken - TAG24,TAG24,"Sun, 26 Jan 2025 08:00:00 GMT",https://news.google.com/rss/articles/CBMixAFBVV95cUxPT1ptZ1ZYRkZTSGoydU05U3ZSWTliOEZndGlsNTdDVUZYeFFtcUF2d1NlWldXVzdHbHY5UFE0cDlJeVN1VUs3SDRSYWtnR1hfMVFKMFk0SGNwQkRmaWhVR1VUQ0xKVnZ3MzhxQ1pqN0J5NHBGc29TTFF3MVBSbTZEQnF0bEF2aWgxa0Z4WUk1VmdVaFpnWDBlV3hQdHltcm9aY2M4bGpvU2NvcnRVS0M4clF4dnFUM19uRERseEJQQ1k2TTJU?oc=5
